hourly_timestamp,PULocationID,zone,is_rush_hour,is_holiday,is_weekend,actual,predicted,absolute_error,hour,day_of_week,error
2019-03-01 00:00:00,162,162,0,0,0,162.0,180.2346,18.234603881835938,0,4,18.2346
2019-03-01 01:00:00,162,162,0,0,0,81.0,88.60036,7.6003570556640625,1,4,7.600359999999995
2019-03-01 02:00:00,162,162,0,0,0,65.0,87.06091,22.0609130859375,2,4,22.060910000000007
2019-03-01 03:00:00,162,162,0,0,0,42.0,39.44812,2.5518798828125,3,4,-2.551879999999997
2019-03-01 04:00:00,162,162,0,0,0,55.0,43.493233,11.50676727294922,4,4,-11.506767000000004
2019-03-01 05:00:00,162,162,0,0,0,125.0,129.21216,4.212158203125,5,4,4.2121600000000115
2019-03-01 06:00:00,162,162,0,0,0,323.0,268.00848,54.99151611328125,6,4,-54.99151999999998
2019-03-01 07:00:00,162,162,1,0,0,442.0,412.08896,29.911041259765625,7,4,-29.911040000000014
2019-03-01 08:00:00,162,162,1,0,0,571.0,516.0725,54.927490234375,8,4,-54.92750000000001
2019-03-01 09:00:00,162,162,1,0,0,471.0,568.5789,97.57891845703124,9,4,97.57889999999998
2019-03-01 10:00:00,162,162,0,0,0,464.0,573.36383,109.36383056640624,10,4,109.36383000000001
2019-03-01 11:00:00,162,162,0,0,0,521.0,546.6417,25.6417236328125,11,4,25.641700000000014
2019-03-01 12:00:00,162,162,0,0,0,459.0,553.8606,94.860595703125,12,4,94.86059999999998
2019-03-01 13:00:00,162,162,0,0,0,561.0,548.3129,12.68707275390625,13,4,-12.687099999999987
2019-03-01 14:00:00,162,162,0,0,0,632.0,571.53284,60.4671630859375,14,4,-60.467160000000035
2019-03-01 15:00:00,162,162,0,0,0,556.0,567.5786,11.57861328125,15,4,11.578600000000051
2019-03-01 16:00:00,162,162,1,0,0,641.0,753.9724,112.972412109375,16,4,112.9724
2019-03-01 17:00:00,162,162,1,0,0,957.0,758.4114,198.588623046875,17,4,-198.58860000000004
2019-03-01 18:00:00,162,162,1,0,0,990.0,875.13245,114.8675537109375,18,4,-114.86755000000005
2019-03-01 19:00:00,162,162,1,0,0,767.0,779.11633,12.1163330078125,19,4,12.116329999999948
2019-03-01 20:00:00,162,162,0,0,0,544.0,622.4833,78.4832763671875,20,4,78.48329999999999
2019-03-01 21:00:00,162,162,0,0,0,399.0,467.51068,68.51068115234375,21,4,68.51067999999998
2019-03-01 22:00:00,162,162,0,0,0,351.0,357.41824,6.418243408203125,22,4,6.418240000000026
2019-03-01 23:00:00,162,162,0,0,0,220.0,282.6094,62.609405517578125,23,4,62.609399999999994
2019-03-02 00:00:00,162,162,0,0,1,166.0,134.14687,31.85313415527344,0,5,-31.853129999999993
2019-03-02 01:00:00,162,162,0,0,1,94.0,93.928734,0.0712661743164062,1,5,-0.07126599999999428
2019-03-02 02:00:00,162,162,0,0,1,54.0,49.63002,4.3699798583984375,2,5,-4.369979999999998
2019-03-02 03:00:00,162,162,0,0,1,50.0,48.059998,1.94000244140625,3,5,-1.9400019999999998
2019-03-02 04:00:00,162,162,0,0,1,28.0,21.426054,6.573945999145508,4,5,-6.573945999999999
2019-03-02 05:00:00,162,162,0,0,1,46.0,38.782547,7.217453002929687,5,5,-7.217452999999999
2019-03-02 06:00:00,162,162,0,0,1,85.0,87.5004,2.500396728515625,6,5,2.500399999999999
2019-03-02 07:00:00,162,162,0,0,1,127.0,168.07526,41.07525634765625,7,5,41.075259999999986
2019-03-02 08:00:00,162,162,0,0,1,210.0,246.35396,36.35395812988281,8,5,36.35396
2019-03-02 09:00:00,162,162,0,0,1,269.0,315.55264,46.552642822265625,9,5,46.55264
2019-03-02 10:00:00,162,162,0,0,1,359.0,393.65457,34.654571533203125,10,5,34.65456999999998
2019-03-02 11:00:00,162,162,0,0,1,394.0,449.847,55.84698486328125,11,5,55.84699999999998
2019-03-02 12:00:00,162,162,0,0,1,386.0,450.55133,64.55133056640625,12,5,64.55133000000001
2019-03-02 13:00:00,162,162,0,0,1,316.0,423.2293,107.22930908203124,13,5,107.22930000000002
2019-03-02 14:00:00,162,162,0,0,1,365.0,440.90384,75.90383911132812,14,5,75.90384
2019-03-02 15:00:00,162,162,0,0,1,335.0,408.544,73.54400634765625,15,5,73.54399999999998
2019-03-02 16:00:00,162,162,0,0,1,379.0,432.93372,53.9337158203125,16,5,53.933719999999994
2019-03-02 17:00:00,162,162,0,0,1,452.0,426.95084,25.04916381835937,17,5,-25.049159999999972
2019-03-02 18:00:00,162,162,0,0,1,473.0,441.55832,31.441680908203125,18,5,-31.44168000000002
2019-03-02 19:00:00,162,162,0,0,1,341.0,347.55582,6.555816650390625,19,5,6.555819999999983
2019-03-02 20:00:00,162,162,0,0,1,272.0,445.4466,173.44659423828125,20,5,173.4466
2019-03-02 21:00:00,162,162,0,0,1,287.0,318.0668,31.066802978515625,21,5,31.0668
2019-03-02 22:00:00,162,162,0,0,1,253.0,307.7059,54.705902099609375,22,5,54.705899999999986
2019-03-02 23:00:00,162,162,0,0,1,176.0,264.27914,88.27914428710938,23,5,88.27913999999998
2019-03-03 00:00:00,162,162,0,0,1,115.0,121.084,6.083999633789063,0,6,6.084000000000003
2019-03-03 01:00:00,162,162,0,0,1,101.0,91.96877,9.031227111816406,1,6,-9.031229999999994
2019-03-03 02:00:00,162,162,0,0,1,44.0,48.28203,4.282028198242188,2,6,4.282029999999999
2019-03-03 03:00:00,162,162,0,0,1,41.0,39.555153,1.4448471069335938,3,6,-1.4448470000000029
2019-03-03 04:00:00,162,162,0,0,1,24.0,18.92396,5.076040267944336,4,6,-5.076039999999999
2019-03-03 05:00:00,162,162,0,0,1,42.0,27.352991,14.647008895874023,5,6,-14.647009
2019-03-03 06:00:00,162,162,0,0,1,47.0,43.444992,3.5550079345703125,6,6,-3.555008000000001
2019-03-03 07:00:00,162,162,0,0,1,88.0,114.41906,26.41905975341797,7,6,26.41906
2019-03-03 08:00:00,162,162,0,0,1,177.0,132.34442,44.65557861328125,8,6,-44.655579999999986
2019-03-03 09:00:00,162,162,0,0,1,258.0,235.74542,22.25457763671875,9,6,-22.254580000000004
2019-03-03 10:00:00,162,162,0,0,1,343.0,253.32445,89.67555236816406,10,6,-89.67554999999999
2019-03-03 11:00:00,162,162,0,0,1,350.0,330.05573,19.94427490234375,11,6,-19.944270000000017
2019-03-03 12:00:00,162,162,0,0,1,347.0,353.08536,6.085357666015625,12,6,6.08535999999998
2019-03-03 13:00:00,162,162,0,0,1,331.0,339.4498,8.449798583984375,13,6,8.449799999999982
2019-03-03 14:00:00,162,162,0,0,1,334.0,293.7811,40.21890258789063,14,6,-40.21890000000002
2019-03-03 15:00:00,162,162,0,0,1,360.0,329.52133,30.478668212890625,15,6,-30.478670000000022
2019-03-03 16:00:00,162,162,0,0,1,418.0,333.499,84.50100708007812,16,6,-84.50099999999998
2019-03-03 17:00:00,162,162,0,0,1,504.0,352.94156,151.05844116210938,17,6,-151.05844000000002
2019-03-03 18:00:00,162,162,0,0,1,446.0,325.55835,120.441650390625,18,6,-120.44164999999998
2019-03-03 19:00:00,162,162,0,0,1,274.0,284.51044,10.51043701171875,19,6,10.510440000000017
2019-03-03 20:00:00,162,162,0,0,1,299.0,282.7612,16.238800048828125,20,6,-16.238800000000026
2019-03-03 21:00:00,162,162,0,0,1,186.0,201.8863,15.886306762695312,21,6,15.886300000000006
2019-03-03 22:00:00,162,162,0,0,1,129.0,182.42961,53.42961120605469,22,6,53.42961
2019-03-03 23:00:00,162,162,0,0,1,67.0,86.25801,19.25801086425781,23,6,19.25801
2019-03-04 00:00:00,162,162,0,0,0,41.0,26.530052,14.469947814941406,0,0,-14.469947999999999
2019-03-04 01:00:00,162,162,0,0,0,40.0,27.916328,12.08367156982422,1,0,-12.083672
2019-03-04 02:00:00,162,162,0,0,0,14.0,23.96584,9.965839385986328,2,0,9.96584
2019-03-04 03:00:00,162,162,0,0,0,10.0,35.30243,25.30242919921875,3,0,25.30243
2019-03-04 04:00:00,162,162,0,0,0,25.0,31.740929,6.740928649902344,4,0,6.740929000000001
2019-03-04 05:00:00,162,162,0,0,0,89.0,86.26041,2.739593505859375,5,0,-2.739590000000007
2019-03-04 06:00:00,162,162,0,0,0,224.0,199.80153,24.198471069335938,6,0,-24.198469999999986
2019-03-04 07:00:00,162,162,1,0,0,262.0,298.44885,36.4488525390625,7,0,36.44884999999999
2019-03-04 08:00:00,162,162,1,0,0,390.0,340.99838,49.00161743164063,8,0,-49.00162
2019-03-04 09:00:00,162,162,1,0,0,336.0,265.5166,70.4833984375,9,0,-70.48340000000002
2019-03-04 10:00:00,162,162,0,0,0,350.0,383.33865,33.338653564453125,10,0,33.33864999999997
